Symbol,Date,Open,High,Low,Close,Volume
LUCK,09-Jul-2012,122.45,124.39,122.13,124.03,2838426
LUCK,10-Jul-2012,124.50,124.95,123.01,124.42,3907283
LUCK,11-Jul-2012,124.65,124.90,123.25,123.93,1028556
LUCK,12-Jul-2012,124.05,126.75,124.00,125.27,4560199
LUCK,13-Jul-2012,125.29,127.50,124.85,125.88,4105742
LUCK,16-Jul-2012,126.15,127.45,125.34,126.63,2497640
LUCK,17-Jul-2012,126.81,128.75,126.81,128.34,4071192
LUCK,18-Jul-2012,128.70,129.57,127.50,129.09,4183038
LUCK,19-Jul-2012,129.00,130.68,127.95,129.48,3644548
LUCK,20-Jul-2012,129.75,129.75,128.60,128.76,765528
LUCK,23-Jul-2012,128.60,129.00,128.30,128.58,285400
LUCK,24-Jul-2012,128.60,129.20,127.10,128.59,678700
LUCK,25-Jul-2012,128.75,130.55,128.50,130.34,1643800
LUCK,26-Jul-2012,130.75,131.38,128.50,128.89,2790100
LUCK,27-Jul-2012,128.25,129.80,127.35,129.29,1900100
LUCK,30-Jul-2012,128.36,128.50,123.01,123.85,6787000
LUCK,31-Jul-2012,123.30,125.00,122.20,124.51,1712900
LUCK,01-Aug-2012,125.10,127.85,124.70,127.55,2463600
LUCK,02-Aug-2012,127.99,128.98,127.17,127.72,1481200
LUCK,03-Aug-2012,127.70,128.45,127.06,127.22,532500
LUCK,06-Aug-2012,127.50,127.75,126.05,127.45,428500
LUCK,07-Aug-2012,127.60,127.78,126.51,126.72,210400
LUCK,08-Aug-2012,127.38,128.75,126.75,128.04,1395000
LUCK,09-Aug-2012,128.38,128.60,126.50,126.95,763700
LUCK,10-Aug-2012,126.80,127.30,126.06,126.82,272900
LUCK,13-Aug-2012,128.50,131.00,128.50,130.18,4456500
LUCK,15-Aug-2012,130.00,131.50,127.00,129.10,4438600
LUCK,16-Aug-2012,129.45,130.00,128.25,128.89,810100
LUCK,23-Aug-2012,128.95,133.48,128.70,133.35,6016200
LUCK,24-Aug-2012,133.45,134.22,131.13,131.55,3369900
LUCK,27-Aug-2012,131.90,133.88,131.10,133.59,2897900
LUCK,28-Aug-2012,133.70,136.10,133.70,134.01,4359800
LUCK,29-Aug-2012,134.01,135.10,132.90,134.38,2497400
LUCK,30-Aug-2012,134.53,136.85,134.53,135.28,5260200
LUCK,31-Aug-2012,135.40,135.90,133.57,135.25,2363800
LUCK,03-Sep-2012,135.40,136.49,134.51,134.88,1447800
